,Tweet.Id,Datetime,Text,Username,Demand(Y/N),Process_Code,Coder,
2867,1270712262114729984,2020-06-10 13:39:46,"As the country – and the world – are rising up for racial justice, do not forget the many Black women &amp; girls who have been harmed or killed by the state. WE MUST DEMAND #JUSTICEFORBREONNATAYLOR. Here are a few things you can do TODAY to push for #justiceforBre:  [a thread, 1/5] https://t.co/hB2e1t0eeg",SisterSong_WOC,.,HONORING A VICTIM OF POLICE BRUTALITY; HONORING BLACK FEMALE VICTIMS OF POLICE BRUTALITY; EXPLAINING HOW PEOPLE CAN PARTICIPATE,AMC,
2868,1270712606014267392,2020-06-10 13:41:08,"Call AND e-mail Mayor Greg Fischer (502-574-2003, Greg.Fischer@louisvilleky.gov) to demand that all three of the police officers involved in the shooting of #BreonnaTaylor be fired and charged immediately (Sgt. Jonathan Mattingly, Brett Hankison, &amp; Myles Cosgrove). [thread, 2/5] https://t.co/ibh1ckiKTV",SisterSong_WOC,.,ENCOURAGING PEOPLE TO CONTACT THEIR OFFICIALS,AMC,
2869,1270713114347147264,2020-06-10 13:43:09,"#Sayhername &amp; add your name to petitions calling for justice - @MomsRising: https://t.co/IUbAE08thg, #JusticeforBre: https://t.co/arY5nFLPng, &amp; @ColorOfChange: https://t.co/BVOHFYH7Aj. 
Petitions also connect you to organizations leading work now and in the future. (thread, 3/5) https://t.co/vPg30FCYs5",SisterSong_WOC,.,ASKING TO SIGN A PETITION; DEMANDING JUSTICE FOR VICTIMS OF POLICE BRUTALITY,AMC,
2870,1270713466123321344,2020-06-10 13:44:33,"If you can, get out in the streets (with a mask) and make a sign calling for #JusticeForBreonna  (and #TonyMcDade and #NinaPop). If you’re a white person, don't take space from Black people speaking. Be present. Maybe form a line to keep Black protesters safe?! (thread, 4/5) https://t.co/wbxKT1aJ5a",SisterSong_WOC,.,ENCOURAGING PEOPLE TO GO OUT AND PROTEST,AMC,
2871,1270721161169530880,2020-06-10 14:15:08,"Sheriffs, many of whom embrace being “tough on immigration” as a core political identity, support informal agreements with ICE that allow their jails to become major funnels into the nation’s deportation infrastructure. https://t.co/yvvYVpxCap",Justice_Collab,.,DISUCCING ICE INVOLVEMENT WITH POLICE,AMC,
2872,1270732052493565952,2020-06-10 14:58:25,"""Are they still going to develop customized facial recognition for clients? We saw how their facial recognition tech was used in the Philippines by the police to hunt down members of the public &amp; ultimately kill people extrajudicially,"" - Jacinta Gonzalez

https://t.co/26sle5EGIT",ConMijente,.,EXPRESSING CONCERN AT FACIAL RECOGNITION TECH,AMC,
2873,1270732456484732928,2020-06-10 15:00:01,The time is now! If we want to #DefendBlacklLives we must #DefundBPD! Text OrganizeBlack to 22999 to stay updated on what is cooking in @OrganizingBlack's kitchen. And before Friday remember to contact the Mayor's office to demand that they #DefundBPD https://t.co/n4LMm2JkDk,OrganizingBlack,.,DEMANDING DEFUNDING POLICE; ENCOURAGING PEOPLE TO CONTACT THEIR OFFICIALS,AMC,
2874,1270743095236128768,2020-06-10 15:42:17,Make sure you share the fb invite: https://t.co/ouKjZXgB8A #defundbpd #organizingblack,OrganizingBlack,.,ASKING FOR PARTICIPATION,AMC,
2875,1270755858201354240,2020-06-10 16:33:00,"TAKE ACTION TODAY w/ @WomenOnTheRise1! The city voted to close the Atlanta City jail last year, yet still has $18M for it in the 2021 budget. It’s time to demolish it for good &amp; follow through on the promise to repurpose it into a Center for Wellness &amp; Freedom. #CloseTheJailATL https://t.co/cHqoOCszTt",ProjectSouth,.,ASKING PEOPLE TO TAKE ACTION; DEMANDING DEMOLISHING A PRISON,AMC,
2876,1270762652097224704,2020-06-10 17:00:00,Come hear our mission from our senior organizer! #organizingblack https://t.co/LddcUUEP3n,OrganizingBlack,.,ASKING FOR PARTICIPATION,AMC,
2877,1270762791822143488,2020-06-10 17:00:33,"Holding the city of Atlanta accountable to its word. It’s beyond time to #CloseTheJailATL and reallocate its money to the communities affected by mass incarceration and a ‘justice’ system that criminalizes poor folks.

#DefundDemolishDefend https://t.co/Hxq2jUSIoo",ProjectSouth,.,DEMANDING DEMOLISHING A JAIL; CRITICIZING THE JUSTICE SYSTEM,AMC,
2878,1270774629640990720,2020-06-10 17:47:36,".@HelenGymAtLarge and @KendraPHL join The Briefing today! 

This week, Philadelphia city council members were able to halt proposed increases to their police budget. They'll discuss how the city hopes to reinvest as they #DefundPolice. 

Stream LIVE at 2:30 ET/11:30 PT
@theappeal https://t.co/qOCnmTC34U",Justice_Collab,.,ASKING FOR PARTICIPATION; DISCUSSING PLANS TO DEFUND POLICE,AMC,
2879,1270781696905031680,2020-06-10 18:15:41,"Friday Webinar: On Policing Reforms, Organizing, &amp; Abolition; and Saturday: Celebrating Juneteenth w/ Charlene Carruthers and Marc Lamont Hill! - https://t.co/QbTIOWg5ig https://t.co/qa0ZGn6UED",C_Resistance,.,ADVERTISING AN EVENT; ASKING FOR PARTICIPATION,AMC,
2880,1270784902653411328,2020-06-10 18:28:25,@Vegastenold I don't know what this is but if this is work then shit man quit your job ...and I got your text and you need to go surfing more than I do. One early morning soon?,sparrowmedia,.,NA,AMC,
2881,1270785690817740800,2020-06-10 18:31:33,@Vegastenold https://t.co/MCPmxift7Y,sparrowmedia,.,NA,AMC,
2882,1270789839957430272,2020-06-10 18:48:02,https://t.co/ByZGjA4Knn,ProjectSouth,.,NA,AMC,
2883,1270791811188109312,2020-06-10 18:55:52,"6.19. Join us. #DefendBlackLives
https://t.co/LUb04mgkNR",ConMijente,.,ASKING FOR PARTICIPATION,AMC,
2884,1270792850825830400,2020-06-10 19:00:00,"We demand the abolishment of LEOBoR. This “Bill of Rights” hinders transparency &amp; accountability. Under LEOBoR, officers charged with crimes are protected from public reckoning. We refuse the continued protection of officers that enact egregious violence on our communities. https://t.co/VWXx1RdzNx",OrganizingBlack,.,DEMANDING POLICE ACCOUNTABILITY; CRITICIZING A POLICY,AMC,
2885,1270799033129295872,2020-06-10 19:24:34,"As #DefundThePolice grabs the headlines, let's remember that millions of ppl are caged in this country--still during #COVID19. Communities are targeted &amp; put thru the system by police, courts, prisons, jails, &amp; detention centers.

Abolish the WHOLE prison industrial complex.",C_Resistance,.,DEMANDING ABOLISHING THE PRISON INDUSTRIAL COMPLEX,AMC,
2886,1270801349278683136,2020-06-10 19:33:46,"Last Friday @acslaw awarded our Founding ED, @A_S_Alexander with the David Carliner Public Interest Award. We were honored at the recognition of our work and to be among other phenomenal recipients. https://t.co/XbRwWrcJAd",justcitydetroit,.,EXPRESSING APPRECIATION FOR AN AWARD,AMC,
2887,1270805579775254528,2020-06-10 19:50:35,@mutalenkonde Thank you ♥️✊🏾,ConMijente,.,NA,AMC,
2888,1270808807615184896,2020-06-10 20:03:24,And they were safe. Police are not needed https://t.co/r0b5xkKj2X,OrganizingBlack,.,DOUBTING THE NECESSITY OF POLICE,AMC,
2889,1270809594755977216,2020-06-10 20:06:32,#DefundBPD #DefundBPD #DefundBPD,OrganizingBlack,.,NA,AMC,
2890,1270816131524300800,2020-06-10 20:32:31,https://t.co/pMJIdF8wPY https://t.co/5jDXeXj6LI,OrganizingBlack,.,NA,AMC,
2891,1270818516925636608,2020-06-10 20:41:59,#BlackDeath: Can Pain be Transformed into Power? - https://t.co/O8JtOUu6Ih,CLLCTIVLY,.,DISCUSSING THE USE OF BLACK PAIN,AMC,
2892,1270822249428389888,2020-06-10 20:56:49,". #BlackDeath: Can Pain be Transformed into Power? - https://t.co/O8JtOUu6Ih @justicefunders @DariusG @Funders4Justice @BorealisPhil @Surdna_Fndn @SBatten 
@NCFImpact @WK_Kellogg_Fdn @FordFoundation @kresgeart @OtisRolley @iamwesmoore @dorianwarren @communitychange @AfreGlobal",CLLCTIVLY,.,DISCUSSING THE USE OF BLACK PAIN,AMC,
2893,1270833329697435648,2020-06-10 21:40:51,@GoldWomyn Lmfsoook,OrganizingBlack,.,NA,AMC,
2894,1270839424440504320,2020-06-10 22:05:04,"As economies teeter and workers struggle, world governments begin to look to a Universal Basic Income #UBI to ease precarity for workers during the #COVIDPandemic and help remedy existing disparities that have intensified:

 https://t.co/Ra2O8zkgon",Justice_Collab,.,EDUCATING ON UNIVERSAL BASIC INCOME,AMC,
2895,1270839922480431104,2020-06-10 22:07:03,"Nothing in this statement about whether:

1) AWS will stop taking contracts from police agencies
2) ICE is using Rekognition, &amp; if so, whether they'll now stop
3) No commitment to end to the Ring doorbell camera partnerships with police

Let's hold off celebrating just yet. https://t.co/Dk3CrdfxrW",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT,AMC,
2896,1270839924690833408,2020-06-10 22:07:03,"Last week the CEO of @awscloud, @ajassy, said he didn't even know how many police forces were using Rekognition: https://t.co/xr4YE9bIiv",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT,AMC,
2897,1270839926452482048,2020-06-10 22:07:04,"He also denied that AWS works w ICE (that's a lie) &amp; said: ""If we find that we have customers, who are violating people's civil liberties &amp; violating the law, &amp; we have documented proof of that, we will suspend their ability to use our platform."" 

https://t.co/MNOyxDOTam",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT,AMC,
2898,1270839927580659712,2020-06-10 22:07:04,"Just because something is legal doesn't mean it should be done.

Folks: be careful with this news. Both IBM &amp; now Amazon plan to write the laws so they can keep profiting on our data.

This is a call to action to get involved. Don't let corp lobbyists get away w/writing the law.",ConMijente,.,EXPRESSING CONCERN ON CORPORATE FACIAL RECOGNITION ,AMC,
2899,1270841199004450816,2020-06-10 22:12:07,"No-knock warrants are dangerous, military-style raids used commonly against civilians. 

We are calling for the abolishment of all no-knock search warrants in the wake of the fatal police shooting of #BreonnaTaylor, starting with her own town: https://t.co/JlHQGxpaYn",Justice_Collab,.,DEMANDING AN END TO NO-KNOCK WARRANTS,AMC,
2900,1270898081136103424,2020-06-11 1:58:09,Thank you so much @rosaclemente for grounding us in our history and identity as a people! Our story did not begin with colonization. 🔥✊🏾 So much gratitude for everything you brought to the space. https://t.co/6F1BtKUdHJ,ConMijente,.,THANKING A PRESENTER FOR EDUCATING,AMC,
2901,1270919446983577600,2020-06-11 3:23:03,"We did it! Over $30,000 in micro-grants and 1,500 meals served to our community! 

We will be pushing out our next 50 grants this month! @NBCBLK
@blackvoices @andreperryedu @DedrickM #wegivethanks #wegiveblack  #blacklivesmatter
#blackpowermatters #blackliberationmatters #MyBmore https://t.co/3gkTtl8ayb",CLLCTIVLY,.,SHARING A SUCCESS STORY,AMC,
2902,1271044604532588544,2020-06-11 11:40:23,"Let’s use what we’ve learned from #COVID19. Shutting down massive elements of everyday life is extremely difficult, but it’s more possible than we had ever imagined.  

So let’s try shutting down policing. 

Read bold visions @ds4si 
https://t.co/4zNn457sXo

#ProtectBlackLives",ProjectSouth,.,ENVISIONING A NEW FUTURE; DEMANDING ABOLISHING POLICE,AMC,
2903,1271073902962376704,2020-06-11 13:36:48,@jbrownedianis @jennylynegan @BELBaltimore State strategy is coming after we make it past BPD budget but contact Bill Fergoson senate president and tell him leobor needs to go and Baltimore needs local control.,OrganizingBlack,.,ENCOURAGING PEOPLE TO CONTACT THEIR OFFICIALS,AMC,
2904,1271081707547111424,2020-06-11 14:07:49,"Do you have non-perishable items such as canned foods, box mixes or anything similar? Let us know! You can drop them off at 2165 Settle Circle SE or email Marabcollins@gmail.com and we will pick up tomorrow. Thank you for supporting Mutual Aid for families in South Atlanta! https://t.co/qrsg9FMmgW",ProjectSouth,.,ASKING FOR FOOD DONATIONS,AMC,
2905,1271088113008488448,2020-06-11 14:33:16,"""Many Latinos are Black, and we cannot continue to deny our Blackness. And for the Latinos who are not Black, they still need to step up to support their Black brothers and sisters."" - @La_Julissa 🔥🔥🔥 https://t.co/r2z3QFPNV3",ConMijente,.,DISCUSSING BLACK LATINX SOLIDARITY ,AMC,
2906,1271088114497396736,2020-06-11 14:33:16,"""I’ve seen so many people in my community fighting for the Black Lives Matter movement—yet many aren’t, or think it’s not their problem. But this is not just a fight for Black Americans; dismantling racism is a fight for all of us.” - @La_Julissa",ConMijente,.,EXPRESSING THE NEED FOR POC SOLIDARITY,AMC,
2907,1271103501775654912,2020-06-11 15:34:25,Nah we still gonna protest. https://t.co/XVbQBPtsSr,OrganizingBlack,.,EXPRESSING INTENT TO PROTEST,AMC,
2908,1271103944975167488,2020-06-11 15:36:11,Always getting the iconic shot @byDVNLLN https://t.co/MwTzfTw9jl,OrganizingBlack,.,NA,AMC,
2909,1271105726753255424,2020-06-11 15:43:15,Sounds like someone needs more emails and calls https://t.co/HXgq6uOAzR,OrganizingBlack,.,NA,AMC,
2910,1271107345058279424,2020-06-11 15:49:41,🔥🔥🔥 https://t.co/cX4k637EPY,OrganizingBlack,.,NA,AMC,
2911,1271108295022034944,2020-06-11 15:53:28,Join us this Saturday at 2 PM! We are working with We The People-MI to being you this webinar about the history of white supremacy suburban courts and cops in metro Detroit and how it impacts Detroiters today. https://t.co/wG8vUwGVAA,justcitydetroit,.,ASKING FOR PARTICIPATION; EDUCATING ON RACIST HISTORY,AMC,
2912,1271112989853323264,2020-06-11 16:12:07,LETS FUCKING GOOOOOO https://t.co/yNu1ydQ6Yh,OrganizingBlack,.,NA,AMC,
2913,1271113982934487040,2020-06-11 16:16:04,"💥 JOIN US FRIDAY AT 3P ET! 💥  
#DefundthePolice, #AbolishICE, Alt to Policing? 
Mod: @julito77, @latinorebels  
•@gonzalezpris, Campaigns Dir, Mijente
•@BiancaTylek, ED, @WorthRises 
•@EunissesH, co-founder, La Defensa
•@JorgeVasquezNYC, civil rights atty, @latinojustice https://t.co/1YWVn6qCdh",ConMijente,.,ASKING FOR PARTICIPATION,AMC,
2914,1271119546557046784,2020-06-11 16:38:10,Today is a good day as any to #DefundBPD! Let’s kerp up the pressure &amp; make our city officials answer our call to #defundBPD. https://t.co/pgqXPqgl9h,OrganizingBlack,.,DEMANDING DEFUNDING POLICE,AMC,
2915,1271124915924561920,2020-06-11 16:59:30,".@BradSmi, will Microsoft stop selling its services to ICE too? https://t.co/6NPEIdqFgw",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT,AMC,
2916,1271125043230265344,2020-06-11 17:00:01,Abolition and Black life are some of our core values. Come learn about them from our organizer! #organizingblack https://t.co/xWP7eHxIqj,OrganizingBlack,.,SHARING CORE VALUES OF ORGANIZATION,AMC,
2917,1271130771869360128,2020-06-11 17:22:47,shot by: @drew_koritzer,OrganizingBlack,.,NA,AMC,
2918,1271130971014914048,2020-06-11 17:23:34,Graphic by @mikeahugley,OrganizingBlack,.,NA,AMC,
2919,1271131453397614592,2020-06-11 17:25:29,graphic by: @mikeahugley,OrganizingBlack,.,NA,AMC,
2920,1271131592015183872,2020-06-11 17:26:02,graphic by: Rob Ferrell,OrganizingBlack,.,NA,AMC,
2921,1271131781807460352,2020-06-11 17:26:47,graphic by @mikeahugley,OrganizingBlack,.,NA,AMC,
2922,1271131994102083584,2020-06-11 17:27:38,demand graphic by @mikeahugley,OrganizingBlack,.,NA,AMC,
2923,1271132066751680512,2020-06-11 17:27:55,website designed by @mikeahugley,OrganizingBlack,.,NA,AMC,
2924,1271132504804732928,2020-06-11 17:29:40,"@Yamuva_ @KINGDACEO lmao we (Ralikh, Duchess &amp; Rob) have spread the joys of soca to the whole team 😂",OrganizingBlack,.,NA,AMC,
2925,1271133009706487808,2020-06-11 17:31:40,"We continually gather and share essential information, proposed policies, and other resources for activists, public officials, and journalists to help them — and all of us — confront this ongoing pandemic with a recognition of our shared vulnerability. #COVID19Pandemic https://t.co/2K8M9rEJch",Justice_Collab,.,DISCUSS INTENTIONS OF ORGANIZATION ,AMC,
2926,1271138066564956160,2020-06-11 17:51:46,"Reforms include removing officers from calls for non-criminal activities, and replacing them with trained and non-armed professionals equipped to handle mediation.

Additionally: stronger accountability, a ban on military-grade weapons, and funding for communities of color. https://t.co/fzMs7I9LeF",Justice_Collab,.,DISCUSSING EXAMPLES OF POLICE REFORM,AMC,
2927,1271147689095258112,2020-06-11 18:30:00,"Local Control.

We demand the City of Baltimore gains control of the Baltimore Police Department. #defundbpd 
#abolishLEOBoR https://t.co/FyT7OhTpY1",OrganizingBlack,.,DEMANDING DEFUNDING POLICE; CALLING ON ELECTED OFFICIALS,AMC,
2928,1271150491502665728,2020-06-11 18:41:08,Tomorrow! #AbolishPolicing Webinar on prison industrial complex abolition as a strategy &amp; vision. Limited Zoom space but live-streaming on Facebook &amp; Youtube w/  @haymarketbooks. Check it out! #BLM #DefundPolicing @AbolitionNow @survivepunish @reclaimtheblock @projectnia https://t.co/5vF1J7mcqg,C_Resistance,.,ASKING FOR PARTICIPATION; DISCUSSING STRATEGY FOR ABOLISHING POLICE ,AMC,
2929,1271150701410807808,2020-06-11 18:41:58,@ShutDown850 @carenotcops @CR_PDX @crlosangeles @JusticeLANow @CR_NYC,C_Resistance,.,NA,AMC,
2930,1271153651457724416,2020-06-11 18:53:42,"@CR_PDX &amp; @carenotcops making MOVES, getting the city to commit to dismantling the police's Gun Violence Reduction Team!!! PDX has also committed to ending transit police and school cops! #AbolishPolicing #AbolishThePIC #BLM #AbolitionNow

https://t.co/75twosRfRi",C_Resistance,.,SHARING A SUCCESS STORY,AMC,
2931,1271163089300254720,2020-06-11 19:31:12,"Want to know what police reforms to oppose &amp; what to organize for to #abolishpolicing? Don't miss this webinar tomorrow w/ Critical Resistance members, @prisonculture (@survivepunish+@projectnia), @deanspade (@SRLP), &amp; @sheabutterfemme (@survivepunishNY). https://t.co/gT69szVzTq https://t.co/YdYIuT3cM3",C_Resistance,.,ASKING FOR PARTICIPATION; EDUCATING ON POLICE REFORM,AMC,
2932,1271166869106393088,2020-06-11 19:46:13,"Nine months ago the Dallas City Council unanimously approved a $517 million police operating budget.

Now, amid ongoing demonstrations against police violence, members say they’re open to “defunding” —  reallocating resources into city services. https://t.co/AFp1f8f92R",Justice_Collab,.,REPORTING ON CITY EFFORTS TO DEFUND POLICE,AMC,
2933,1271193010555031552,2020-06-11 21:30:05,"@SiembraNC y el equipo en NC repartiendo mascaras y poder electoral! ✊🏾😷🗳
https://t.co/sPo5GY7n6K",ConMijente,.,NA,AMC,foreign language
2934,1271195213885734912,2020-06-11 21:38:51,"Support Black-led Baltimore. https://t.co/fdaSBbdCsP  @WK_Kellogg_Fdn @FordFoundation @solidairetweets
@justicefunders @Surdna_Fndn @Funders4Justice @Bmore_CivicFund #FundBlackFutures #BlackLedBaltimore #blacklivesmatter✊🏽✊🏾✊🏿 https://t.co/1DJor3MBqY",CLLCTIVLY,.,NA,AMC,
2935,1271204333644926976,2020-06-11 22:15:05,".@MarylandOPD: ""The reality we hear from our clients is that the mere presence of an armed, uniformed officer changes the learning setting and escalates simple disagreements, contributing to a culture of criminalization and antagonism in schools.""
 https://t.co/sZ7wHUOQ4e",Justice_Collab,.,CRITICIZING POLICE PRESENCE IN SCHOOLS,AMC,
2936,1271204538523901952,2020-06-11 22:15:54,"HUGE NEWS out of #Louisville, where the metro council is expected to ban “no-knock” raids like the one that led to #BreonnaTaylor’s killing.

With #BreonnasLaw, Louisville will become the first US city to ban this type of warrant through legislation. https://t.co/MCWKsGBx5v",Justice_Collab,.,SHARING A SUCCESS STORY; DISCUSSING BANNING NO KNOCK WARRANTS,AMC,
2937,1271204539907977216,2020-06-11 22:15:54,"Earlier this month, The Justice Collaborative Institute published a report calling on local and state governments to ban no-knock warrants &amp; military-style raids, which unnecessarily risk the lives of police and civilians.

Voters agree: https://t.co/Gd3jCDXyC2 #BreonnasLaw https://t.co/DjM6SaBPv9",Justice_Collab,.,SHARING A SUCCESS STORY; DISCUSSING BANNING NO KNOCK WARRANTS,AMC,
2938,1271204541355024384,2020-06-11 22:15:55,"The vote, set to take place later today, is a critical first step in the quest for justice for #BreonnaTaylor and everyone who has been killed or injured in “no-knock” raids.

Because as of today, Taylor’s killers have faced no consequences for their role in her death.",Justice_Collab,.,SHARING A SUCCESS STORY; DISCUSSING BANNING NO KNOCK WARRANTS,AMC,
2939,1271206734221070336,2020-06-11 22:24:37,"If there's anything you listen to this week, make it this. In this moment of increased attention to the idea and practice of prison industrial complex #abolition, learn straight from one of the people who has been central to this movement, Ruth Wilson Gilmore. https://t.co/RZXAc81esy",C_Resistance,.,EDUCATING ON PRISON ABOLITION; ASKING FOR PARTICIPATION,AMC,
2940,1271225245601607680,2020-06-11 23:38:11,"Trump's scheduling of a campaign rally in Tulsa on Juneteenth, mere days from the 99th anniversary of a 1921 racist massacre that left 36+ black residents dead &amp; 800+ hospitalized, while the nation grieves over the wanton loss of black life, is the behavior of a societal arsonist https://t.co/7bOwORfmvw",sparrowmedia,.,CRITICIZING DONALD TRUMP; DISCUSSING THE TULSA MASSACRE,AMC,
2941,1271244553505460224,2020-06-12 0:54:54,UPDATE! https://t.co/cHixZZAUCl https://t.co/8MkwGZOFQu,Justice_Collab,.,NA,AMC,
2942,1271244554021339136,2020-06-12 0:54:54,"@NYCAntifa @EyesOnTheRight I'm still wondering where all those ""Jade Helm"" folks disappeared to. I figured surely they'd have something to say about things today.",sparrowmedia,.,NA,AMC,
2943,1271255696751943680,2020-06-12 1:39:11,"Tomorrow! 
Don’t forget to call &amp; email the mayor and city council to demand that they #DefundBPD

Text OrganizeBlack to 22999 to stay up to date! #organizingblack https://t.co/lkuelvLZUr",OrganizingBlack,.,ENCOURAGING PEOPLE TO CONTACT THEIR OFFICIALS; DEMANDING DEFUNDING POLICE,AMC,
2944,1271258232766545920,2020-06-12 1:49:16,"@Monie625 @cityoftulsagov Agreed, @cityoftulsagov please revoke permits for this rally or file for an injunction to prevent it. This transcends political affiliation as the date/backdrop/nature of the event is facially incendiary and presumably was chosen to taunt the public into violent confrontations.",sparrowmedia,.,ASKING THE GOVERNMENT TO PREVENT A RALLY ,AMC,
2945,1271273004287184896,2020-06-12 2:47:57,"Our very own #JacintaGonzález is sitting on a #RBHRF2020 panel to discuss: 

Covid-19 and the Expansion of the Surveillance Industry - The Private Sectors Growing Impact on Vulnerable Communities and Border Policing

Join us!

https://t.co/fIJrzeMJBZ",ConMijente,.,ASKING FOR PARTICIPATION; EDUCATING ON SURVEILLANCE DURING COVID ,AMC,
2946,1271289751283195904,2020-06-12 3:54:30,"When our ppl began to ask us:

""How did ICE know that I lived here? How did they know that so &amp; so is my cousin? How did they know that I worked at this place and would travel from this location everyday?""
—Jacinta González 

We realized that ICE was accessing our private data. https://t.co/9tgWaKw485",ConMijente,.,DISCUSSING ICE'S USE OF SURVEILLANCE,AMC,
2947,1271289752344354816,2020-06-12 3:54:31,"This realization lead us to begin researching &amp; uncovering the  tech companies propping up ICE's massive data surveillance system. 

You can read the report here 👇

https://t.co/B7L9O7gAiP",ConMijente,.,DISCUSSING ICE'S USE OF SURVEILLANCE,AMC,
2948,1271289753250324480,2020-06-12 3:54:31,"Thru our research we learned that over 15% of DHS's budget is exclusively dedicated to data management. 

That means the surveillance, arrest &amp; deportation of our ppl is a lucrative business for tech.

And thus, we began to call out those tech companies:",ConMijente,.,DISCUSSING ICE'S USE OF SURVEILLANCE,AMC,
2949,1271289754072387584,2020-06-12 3:54:31,"Amazon Web Services provides ICE's cloud services.

Palantir provides data analytics to ICE agents. 

Thomson Reuters sells bulk data to ICE to track and surveil people. 

And, because there are no real legal frameworks to rein in this, we began #NoTechForICE",ConMijente,.,DISCUSSING ICE'S USE OF SURVEILLANCE,AMC,
2950,1271289755267854336,2020-06-12 3:54:31,"These companies are willing to work with a rogue agency that cages children and continues to imprison people during a global pandemic.

The tech given to these agencies is just furthering the human rights abuses they commit as they surveil, detain &amp; deport people w. no oversight.",ConMijente,.,DISCUSSING ICE'S USE OF SURVEILLANCE,AMC,
2951,1271289756031148032,2020-06-12 3:54:31,"Now these same co., like Palantir, are creating programs to monitor ppl's health during #COVID19. 

The tech enablement of law enforcement abuses is getting worse. 

As communities are calling to #DefundThePolice &amp; invest in communities, police are calling for more surveillance.",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT,AMC,
2952,1271289756849070080,2020-06-12 3:54:32,"In cities across the country, budgets are being slashed while the police budget is left untouched. 

Meaning there is still a market for tech companies to position themselves as a ""race neutral"" alternative to &amp; improvement of policing.",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT,AMC,
2953,1271289757780213760,2020-06-12 3:54:32,"And trust us, tech co. are READY to build &amp; sell products to police depts. that are looking to rebrand. 

We must fight this. 

Jacinta said it best: 

""There needs to be an analysis that does not position tech as an alternative, as something that is going to improve the system..",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT,AMC,
2954,1271289758589714432,2020-06-12 3:54:32,"""..but that actually starts to look at public health &amp; public safety as the things that they are, which are systems created to give people their basic human rights &amp; access to services. Instead of using policing as an excuse to control communities of color across the globe.""",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT; ENVISIONING A NEW FUTURE ,AMC,
2955,1271290930616610816,2020-06-12 3:59:11,".@ConMijente at #RBHRF2020 

#DefundThePolice #AbolishICE #AbolishPolicing",ConMijente,.,NA,AMC,
2956,1271416499706740736,2020-06-12 12:18:09,"Good morning beautiful people!

Here is something to chew on this morning:

""Without vision people parish. With vision people flourish""

What's your vision?",OrganizingBlack,.,ENCOURAGING PEOPLE TO HAVE VISION,AMC,
2957,1271426358443466752,2020-06-12 12:57:20,"It’s our LAST DAY of FREE #COVID19 testing &amp; our intern Baylor has advice for you! 

Come on out to Metropolitan Branch Library, 10a-4p! COVID-19 is still here &amp; Black folks are 3x more likely to contract &amp; die from it. Let’s take care of each other. #ProtectBlackLives #GetTested https://t.co/LkTJShQCBS",ProjectSouth,.,OFFERING FREE COVID TESTING,AMC,
2958,1271430658762604544,2020-06-12 13:14:25,Good morning ☀️ #DefundBPD https://t.co/xk7p2jxiAQ,OrganizingBlack,.,NA,AMC,
2959,1271445180005179392,2020-06-12 14:12:07,"When #GeorgeFloyd cried out that he couldn’t breathe during his arrest, one officer replied, “You are talking fine.”

Officer Lane, holding down Floyd’s feet, asked if they should put him on his side. “I am worried about excited delirium or whatever.” https://t.co/UncVxBtLlH",Justice_Collab,.,DESCRIBING AN INSTANCE OF POLICE BRUTALITY,AMC,
2960,1271465824822460416,2020-06-12 15:34:09,"Today on 'The Briefing': How Los Angeles @MayorOfLA @ericgarcetti plans to end police violence.

10:45AM PT/ 1:45PM ET
LIVE: @theappeal
Hosted by @matthewferner https://t.co/fpd438c8Aj",Justice_Collab,.,ADVERTISING A PRESS BRIEFING,AMC,
2961,1271483700719452160,2020-06-12 16:45:11,@lowkeyleoo @Afrotectopia @DMVBlackLives 🖤🖤🖤,C_Resistance,.,NA,AMC,
2962,1271484472408649728,2020-06-12 16:48:15,"“The movement is aimed at creating a world where public safety is not defined by police and crime but how communities use their resources to care for each other,” said Ralikh Hayes, Deputy Director of Organizing Black. #DefundBPD 

Text OrganizeBlack to 22999 to stay up to date! https://t.co/ys5bkgLofi",OrganizingBlack,.,ENVISIONING A NEW FUTURE; DEMANDING ABOLISHING POLICE; ASKING FOR PARTICIPATION,AMC,
2963,1271493639001108480,2020-06-12 17:24:41,@reclaimtheblock @CR_NYC @CR_PDX @crlosangeles @survivepunishNY @SRLP @carenotcops @ShutDown850,C_Resistance,.,NA,AMC,
2964,1271500437712068608,2020-06-12 17:51:42,LIVE on The Briefing with Mayor @ericgarcetti: https://t.co/3iUYfrtSuO,Justice_Collab,.,NA,AMC,
